 Secretaría; Cód; Departamento; CódMun; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Sector; Zona; Jornadas; Niveles; Grados;No. Sede; Cal; Correo Electrónico
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000606;C. E. R. LA CASCADA;VDA. LA CASCADA;832 09 87;TREJOS DIANA LUCIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;centroeducativorurallacascada@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000614;C. E. R. QUEBRADONA ABAJO;VDA. QUEBRADONA ABAJO;832 09 87;CENARDO AGUSTÍN HUERTAS ROCERO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000681;C. E. R. LA MARIA;VDA. LA MARIA;;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000690;C. E. R. EL TABLAZO;VDA. EL TABLAZO;3128982693 Y 832 09 87;GARCIA GIRALDO MARIA DEYANIRA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000720;C. E. R. LA GAVIOTA;VDA. LA GAVIOTA;832 09 87;DAVIS PÉREZ GARCÍA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000738;C. E. R. LA ESTRELLA;VDA. LA ESTRELLA;824 47 73;ALVAREZ RENDÓN MARIBEL;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000827;C. E. R. BUENAVISTA ABAJO;VDA. BUENAVISTA ;832 09 87;MARTINEZ SALAZAR MARIA MAGDALENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;blancaaristigol@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000835;C. E. R. EL VERGEL;VDA. EL VERGEL;3148477726 Y 832 09 87;GARCIA GIRALDO GLORIA ESTELLA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000018;I. E. R. LA BRAMADORA;VDA. GUADALUPE IV;8731110;JHON JAIRO PARRA PATIÑO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;bramadora@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000042;C. E. R. EMILIANO LONDOÑO;VDA. SAN BASILIO MEDIO;861 64 40;YOLIMA AIDE ACEVEDO MARSIGIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;emilianolondono@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000051;C. E. R. ALBERTO BETANCUR;VDA. MALABRIGO;861 64 40;GRANDA ECHAVARRIA LUZ MARINA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;albertobetancur@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000077;C. E. R.  LUIS JARAMILLO HINCAPIE;VDA. EL MACHETE;861 64 40;SANDRA MILENA GARCÍA GÓMEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;luisjaramillohincapie@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000085;C. E. R.  EL KIOSCO;VDA. SAN VICENTE EL KIOSKO;861 64 40;ARELIS VEGA OLARTE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;elkiosco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000115;C. E. R. PATIO BONITO;VDA. PATIO BONITO;861 60 36;RUA CORREA JESUS IVAN (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;patiobonito@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000123;C. E. R. SOLEDAD SANCHEZ DE S;VDA. SAN BASILIO ABAJO;861 60 36;AMARILES ATEHORTUA JULIAN DAVID (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;soledadsanchez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000561;C. E. R. EL CARDAL;VDA. LAS AGÜITAS;8643093; CLAUDIA PATRICIA GARCIA;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;ituangocerelcardal@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001576;C. E. R. LA CIENAGA;SANTA RITA CORRG/ DE ITUANGO ;8643093;MISAS ROJAS ARGENIS (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;BÁSICA PRIMARIA;1,2,3,4,5;1;A;ituangocerlacienaga@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000208;C. E. R. EL BIJAO;VDA. EL BIJAO;8243335;MOSQUERA MOSQUERA ISAURO;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;6;A;cerelbijaochigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000140;C. E. R. SAN JUAN ABAJO;VDA. SAN JUAN ABAJO;861 64 40;LEONIDAS DE JESUS MUÑOZ TORRES;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;sanjuanabajo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000158;C. E. R.  MORRON;VDA. MORRON;861 64 40;GIL CALDERON MONICA ALEJANDRA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;morron@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000166;C. E. R. EL GUADUAL;VDA. EL GUADUAL;861 64 40;FRANCISCO JAVIER ALZATE FRANCO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;elguadual@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000174;C. E. R.  DOCTOR MARIO VILLEGAS;VDA. SAN BASILIO ARRIBA;8616440;OSCAR HERNAN HENAO GIRALDO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;mariovillegas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5306;GIRALDO;205306000161;C. E. R. OCTAVIO RESTREPO CALLE;VDA. LA SIERRA;;TAMAYO USUGA MARIA EUGENIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;6;A;
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000204;C. E. R.  LOS SAUCES;VDA. LOS SAUCES;861 64 40;VALDERRAMA AGUILAR FRANCY ELENA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;lossauces@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000239;C. E. R.  SAN PABLO ABAJO;VDA. SAN PABLO;861 64 40;GARZÓN VALENCIA JOSE ARCADIO ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;sanpabloabajo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5670;SAN ROQUE;205670000339;I. E. R. CRISTALES;CORREGIMIENTO  CRISTALES;860-32-12 - 860 31 09;JOSE RAFAEL TEJEDA NARVAEZ;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26,99;8;A;cristalessanroque@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000247;C. E. R. SAN JULIAN;VDA. SAN JULIAN;3128542607;ZULIMAN SORAYA CANO DÁVILA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;sanjuliancer@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000263;C. E. R. EL PICACHO;VDA. LA SUSANA;861 60 36;MARIA ELENA GALEANO CAÑAS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;elpicacho@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5237;DONMATÍAS;205237000138;C. E. R.  FELIX CASTAÑO;VDA. ROMAZON;851 31 24;JHON JAIRO PALMA CORDOBA;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA,COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5490;NECOCLÍ;405490005773;COLEGIO ADVENTISTA DE APARTADO;CRA. 49  46-149;311 770 27 67;ORTEGA OSPINO WASHINGTON;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;coladventista@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5467;MONTEBELLO;205467000102;C. E. R. SABANITAS;VDA. SABANITAS;848-03-71;HERRERA RIOS MAURICIO  (DOC.P.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;13;A;
ANTIOQUIA;5;ANTIOQUIA;5670;SAN ROQUE;405670001075;I.E. NUEVO HORIZONTE;VDA. CRISTALES;;EGIDIO CORREA CORDOBA;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;copecas1@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000280;C.E.R. LA UNIÓN;VDA. PLAN DE PEREZ;861 60 36;JOIMER JHONATAN RUIZ RODRÍGUEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;launioncer@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5315;GUADALUPE;205315000298;C. E. R. ALTO DE LA CRUZ;VDA. LA CRUZ;861 64 40;LEIDY VANESA SALDARRIAGA BERRÍO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;altodelacruz@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000027;C. E. R. ELADIO ESCOBAR;VDA. LA ENEA;562 75 02;BLANCA NELLY OSPINA SANCHEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cereladioescobarguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000051;C. E. R. EL SALADO;VDA. EL SALADO;551 54 35;MENA DEDIEGO LUZ ESNEDA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelsaladoguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000078;C. E. R. LA CANDELARIA;VDA. ALTO DE MEJIA;5516662;VELEZ ALZATE ZULIMA ANDREA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlacandelariaguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000116;C. E. R. TOLDAS;VDA. TOLDAS;530 17 56;LEUDO GUERRERO JULIO EDGAR;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;certoldasguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000132;C. E. R. SAN JOSE;VDA. SAN JOSE;551 51 53;HOYOS GONZALEZ OLGA LUZ (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersanjoseguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000141;C. E. R. SAN ISIDRO;VDA. SAN ISIDRO;;CASTAÑEDA CALLE FERNANDO LEON;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersanisidroguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000213;C. E. R. LA HONDA;VDA. LA HONDA;551 62 65;ESCOBAR MEJIA NORMA DEL SOCORRO (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlahondaguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000221;C. E. R. LA CLARA;VDA. LA CLARA;551 55 43;SANCHEZ ALZATE FRANCISCO ABEL;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlaclaraguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000230;I. E. R. JUAN MARIA GALLEGO;VDA. GUAPANTE ABAJO;5511383;ORTIZ GALLO FATIMA DEL ROSARIO (DR);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierjuanmariagallegoguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000337;C. E. R. LA MILAGROSA;VDA. CANOAS;567 63 52;QUINTERO CARDONA ADELA  DE JESÚS (DOC.P.;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlamilagrosaguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000353;C. E. R. MONTAÑES ABAJO;VDA. MONTAÑES;551 39 49;GALLEGO IRAL MARIA MARGARITA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermontanesguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000388;C. E. R. MONSEÑOR ALFONSO URIBE JARAMILLO;VDA. BELLAVISTA;562 76 29;GOMEZ RENDON LAIZ ESTELA (DOC.PREES.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermaujguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5847;URRAO;405847001755;I.E. NUEVO HORIZONTE;VDA. LA CALDESITA;;CORREA CORDOBA EGIDIO;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;copecas1@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000477;C. E. R. GARRIDO;VDA. GARRIDO;530 20 72;FRANCO VALENCIA MARIA GRACIELA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cergarridoguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000558;C. E. R. SAN IGNACIO;VDA. SAN IGNACIO;;LONDOÑO BALVIN  ROSA STELLA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersanignacioguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000582;C. E. R. LA MOSQUITA;CRA. 50  50-02;311 361 00 29;ESTEBAN BAENA MONSALVE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlamosquitaguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;205318000591;CENTRO EDUCATIVO RURAL PUEBLITO;VDA. PUEBLITO;551 29 22;NATALIA GARCIA ORJUELA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerpueblitoguarne@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5318;GUARNE;305318000706;COLEGIO ECOLOGICO ANTONIO NARIÑO                                                                    ;CARRERA 49  46-36;5510031;SIN INFORMACION;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000011;C. E. R. EL TRONCO;VDA. EL ROSARIO;842 37 19;RAFAEL ALBERTO GOMEZ MAZO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cereltronco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000054;C. E. R. LA PEÑA;VDA. LA PEÑA;861 03 65;LOPEZ MARTINEZ ALBA JOSEFINA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;guatapecerlapena@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000062;C. E. R. LA SONADORA;VDA. LA SONADORA;861 05 55-30;CARLOS ZAPATA RENDÓN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlasonadoraguata@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000071;C. E. R. LA PIEDRA;VDA. LA PIEDRA;861 05 55;PEREA COSSIO MARIA ANTONIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;guatapecerlapiedra@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000089;C. E. R. LOS NARANJOS;VDA. LOS NARANJOS;3116355734;URREA ZULUAGA WILLIAN HELI (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlosnaranjos@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5313;GRANADA;205313000371;I. E. R. EL EDEN;VDA. EL EDEN;832 09 87;LOPEZ BOTERO FLOR MARIA (DOC.P.);INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,21,22;18;A;
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;205321000143;C. E. R. QUEBRADA ARRIBA;VDA. QUEBRADA ARRIBA;861 05 59;HILDA IRENE BUILES OCHOA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerquebradaarriba@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5321;GUATAPE;405321000266;I.E. NUEVO HORIZONTE;CLL. 31  23A-33;8611265;CORREA CORDOBA EGIDIO;INSTITUCION EDUCATIVA;NO OFICIAL;RURAL;;;;1;A;copecas1@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;105347000082;E U CRISTO REY;CLL. MESINA;8549635;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000044;C. E. R. EL LLANO;CORREG. EL LLANO DE SAN JOSE;854 98 06;HINCAPIE OCAMPO MARIA EUGENIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000079;C. E. R. SANTA ISABEL;VDA. SANTA ISABEL;854 98 06;RODAS MARIA DEL SOCORRO (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersantaisabel@heliconia-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000117;C. E. R. LAS BRISAS;VDA. LA PRADERA;854 98 06;BEDOYA PEREZ MARIA AUXILIADORA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ccerlasbrisas@heliconia-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000125;C. E. R. LA PAVA;VDA. LA PAVA;854 98 06;BETANCUR HINCAPIE ALBA LUZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iesanrafael@heliconia-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000141;C. E. R. LA CAÑADA;VDA. LA CAÑADA;8549695;BARBARA MARIA HERNANDEZ MONTAÑO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlacanada@heliconia-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000257;C. E. R. PALOBLANCO;VDA. PALO BLANCO;854 98 06;GAÑAN SIERRA ANA CECILIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerpalaoblanco@heliconia-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000265;ER LA HONDURA;VDA. LA HONDURA;;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000405;C. E. R. LA AMERICA;VDA. LA AMERICA;864 30 93; EBILDA DONADO GIL;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;ituangocerlaamerica@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000281;E U CORAZON DE JESUS;CORREG. EL HATILLO;SIN INFORMACION;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;205347000320;ESCUELA EL CARMELO;VDA. EL CARMELO;;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5347;HELICONIA;305347000405;INSTITUTO CORFERRINI;CL. MESINA;8549392;CLAUSURADO;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000013;C. E. R. LA PALMIRA;VDA. LA PALMIRA;8432052;BEATRIZ ELENA VILLADA OROZCO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlapalmirahispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000064;C. E. R. LA ARMENIA ABAJO;VDA. LA ARMENIA ABAJO;8432052;RAMIREZ ECHEVERRI SANDRA PATRICIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerarmeniaabajohispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000072;C. E. R. EL SILENCIO;VDA. EL SILENCIO;8432052;DEISY ELIANA CANO CORTÉS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelsilenciohispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000081;C. E. R. ZARZAGUETA;VDA. ZARZAGUETA;8432076; LEIDY YARANI CANO CORTES;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5670;SAN ROQUE;105670000938;I. E. NORMAL SUPERIOR DE SAN ROQUE;KR 20 22 13;865 67 18;JOHN JAIRO GALEANO VASQUEZ;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;COMPLETA,NOCTURNA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,12,13,21,22;24;A;normalsanroque@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000102;C. E. R. LA SECA;VDA. LA SECA;8244354; ENEYDA SIRLEY VARGAS PÉREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlasecahispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000153;C. E. R. MIGUEL VELASQUEZ;VDA. LA ARMENIA ARRIBA;8432052;ANA MARIA MEZA GONZALEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermiguelvelasquez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000170;C.E.R. EL LIMÓN;VDA. EL LIMÓN;8432052;PALACIO MORALES LILIANA MARIA;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5284;FRONTINO;305284001686;I.E. CIBERCOLEGIO UCN;CRA. 35  PARTE ALTA;3128317708;ALCARÁZ ARGEMIRO ;CENTRO EDUCATIVO;NO OFICIAL;URBANA;FIN DE SEMANA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;21,22,23,24,25,26;1;A;
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000196;C. E. R. LA CUELGA;VDA. LA CUELGA;8432052;MARÍA DEL CARMEN ROMERO GONZALEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlacuelgahispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000200;C. E. R. LA FLORIDA;VDA. LA FLORIDA;;DIANA MARCELA IBARGUEN LEDESMA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlafloridahispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205353000218;C. E. R. EL TABLAZO;VDA. EL TABLAZO;8432028;LUZ NEY HERNANDEZ MARTINEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cereltablazohispania@tareanet.edi.co
ANTIOQUIA;5;ANTIOQUIA;5353;HISPANIA;205576000198;C. E. R. EL LLANETE;VDA. EL LLANETE;8432052;GLADYS OMAIRA GUZMAN BUSTAMANTE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelllanetehispania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000138;C. E. R. ANTONIO JOSE DE SUCRE;VDA. LA PERLA;;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000936;C. E. R. EL SOCORRO;VDA. CONGUITAL;;VERA GRACIANO GERSON DANITH;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000995;CENTRO EDUCATIVO RURAL GUAIMARAL .;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001096;C. E. R. SAN AGUSTIN;VDA. SAN AGUSTIN LEONES;;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001410;C. E. R. OCAL;VDA. SANTA BARBARA;;MOSQUERA MOSQUERA SINDIA;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001517;C. E. R. ANTONIO JOSE DE SUCRE;VDA. LA PERLA;8643093;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001550;C. E. R. MANICEROS;SIN INFORMACION;8308842;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001461;C. E. R. FATIMA;VDA. LA MIRANDA;864 30 93;HECTOR MANUEL MAZO MAZO ;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;ituangocerfatima@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001703;C. E. R. EL CASTILLO;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001991;C.E.R.FILO DE PAVAS;VDA. FILO DE PAVAS;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
