COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION
125754000713,INSTITUCION EDUCATIVA LA DESPENSA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754000934,INSTITUCION EDUCATIVA LUIS CARLOS GALAN,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
125754000934,INSTITUCION EDUCATIVA LUIS CARLOS GALAN,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754000934,INSTITUCION EDUCATIVA LUIS CARLOS GALAN,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754001019,INSTITUCION EDUCATIVA LAS VILLAS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,25754
125754001035,INSTITUCION EDUCATIVA INTEGRADO DE SOACHA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754001035,INSTITUCION EDUCATIVA INTEGRADO DE SOACHA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,25754
141001000023,SANTA LIBRADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,41001
125754001159,I.E. JULIO CÉSAR TURBAY AYALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,25754
125754001159,I.E. JULIO CÉSAR TURBAY AYALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754001159,I.E. JULIO CÉSAR TURBAY AYALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754001159,I.E. JULIO CÉSAR TURBAY AYALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
125754002066,INSTITUCION EDUCATIVA EL BOSQUE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754001183,INSTITUCION EDUCATIVA EDUARDO SANTOS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,25754
125754001833,COLEGIO NUESTRA SENORA DE LAS MISERICORDIAS,MIXTO,NO OFICIAL,N,ACADÉMICO,URBANO,COMPLETA,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,COMPLETA,25754
125754002147,INSTITUCION EDUCATIVA  SAN MATEO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
141001000031,TECNICO SUPERIOR,MIXTO,OFICIAL,N,TÉCNICO,URBANO,TARDE,41001
125754001973,INSTITUCION EDUCATIVA CAZUCA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754001973,INSTITUCION EDUCATIVA CAZUCA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754001973,INSTITUCION EDUCATIVA CAZUCA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
225754000661,INSITITUCION EDUCATIVA EUGENIO DIAZ CASTRO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,RURAL,UNICA,25754
125754002066,INSTITUCION EDUCATIVA EL BOSQUE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754002147,INSTITUCION EDUCATIVA  SAN MATEO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754002147,INSTITUCION EDUCATIVA  SAN MATEO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,25754
141001000031,TECNICO SUPERIOR,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,41001
141001000040,PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,41001
125754003267,INSTITUCION EDUCATIVA COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754003267,INSTITUCION EDUCATIVA COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
125754002538,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,25754
125754002538,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,25754
125754002538,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,MIXTO,OFICIAL,,ACADÉMICO,URBANO,SABATINA,25754
125754002554,INSTITUCION EDUCATIVA BUENOS AIRES,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
125754002554,INSTITUCION EDUCATIVA BUENOS AIRES,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754002554,INSTITUCION EDUCATIVA BUENOS AIRES,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
141001001259,JUAN DE CABRERA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,41001
125754003267,INSTITUCION EDUCATIVA COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754003267,INSTITUCION EDUCATIVA COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,25754
125754003291,INSTITUCION EDUCATIVA LEON XIII,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754003569,INSTITUCION EDUCATIVA  NUEVO COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25754
125754003569,INSTITUCION EDUCATIVA  NUEVO COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25754
125754003569,INSTITUCION EDUCATIVA  NUEVO COMPARTIR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,25754
141001001259,JUAN DE CABRERA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,41001
125754005189,COLEGIO BENEDICTO XVI,MIXTO,OFICIAL,,NO APLICA,URBANO,COMPLETA,25754
125754005189,COLEGIO BENEDICTO XVI,MIXTO,OFICIAL,,NO APLICA,URBANO,TARDE,25754
125754005189,COLEGIO BENEDICTO XVI,MIXTO,OFICIAL,,NO APLICA,URBANO,MAÑANA,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,25754
125754001019,INSTITUCION EDUCATIVA LAS VILLAS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,25754
125758000084,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25758
125785000100,IED INSTITUTO TECNICO COMERCIAL JOSE DE SAN MARTIN ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25785
125793000160,I.E.D. INTEGRADA DE TAUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25793
125799000161,I.E.D. ENRIQUE SANTOS MONTEJO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25799
125758002915,INSTITUCION EDUCATIVA COMPLEJO EDUCATIVO INTEGRAL SOPO,MIXTO,OFICIAL,,ACADÉMICO,URBANO,COMPLETA,25758
125758002915,INSTITUCION EDUCATIVA COMPLEJO EDUCATIVO INTEGRAL SOPO,MIXTO,OFICIAL,,ACADÉMICO,URBANO,UNICA,25758
125769000213,INSTITUCIO EDUCATIVA DEPARTAMENTAL  RICARDO GONZALEZ,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25769
225769000552,INSTITUCION EDUCATIVA DEPARTAMENTAL  CAMPO ALEGRE,MIXTO,OFICIAL,,ACADÉMICO,URBANO,UNICA,25260
225769000552,INSTITUCION EDUCATIVA DEPARTAMENTAL  CAMPO ALEGRE,MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,25260
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25772
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25772
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25772
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25772
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25772
125779000149,I.E.D. TISQUESUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25779
125779000149,I.E.D. TISQUESUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25779
125777000168,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE LA SALUD,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25777
125777000168,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE LA SALUD,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25777
125777000168,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE LA SALUD,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25777
125779000149,I.E.D. TISQUESUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25779
141001000899,SANTA TERESA,MIXTO,OFICIAL,,TÉCNICO,URBANO,TARDE,41001
125781000121,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE SUTATAUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25781
141001000899,SANTA TERESA,MIXTO,OFICIAL,,TÉCNICO,URBANO,MAÑANA,41001
141001002557,ANGEL MARIA PAREDES,MIXTO,OFICIAL,,NO APLICA,URBANO,MAÑANA,41001
125781000121,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE SUTATAUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25781
125781000121,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE SUTATAUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25781
125793000160,I.E.D. INTEGRADA DE TAUSA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25793
125797000130,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL CANO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25797
125797000130,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL CANO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25797
125797000130,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL CANO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25797
125797000130,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL CANO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25797
125799000161,I.E.D. ENRIQUE SANTOS MONTEJO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25799
125799000161,I.E.D. ENRIQUE SANTOS MONTEJO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,25799
125805000012,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL DE TIBACUY,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25805
125805000012,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL DE TIBACUY,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25805
125805000012,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL DE TIBACUY,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25805
125807000257,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,25807
125807000257,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25807
141001002557,ANGEL MARIA PAREDES,MIXTO,OFICIAL,,NO APLICA,URBANO,TARDE,41001
125817000115,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25817
125817000115,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25817
125841000215,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO TECNICO DE ORIENTE,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25841
125817000115,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25817
125867000159,I.E.D. VICTOR MANUEL LONDOÑO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25867
125823000291,INSTITUCION EDUCATIVA DEPARTAMENTAL DE TOPAIPI,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,MAÑANA,25823
125839000488,INSTITUCION EDUCATIVA DEPARTAMENTAL  DE UBALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,25839
125839000488,INSTITUCION EDUCATIVA DEPARTAMENTAL  DE UBALA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25839
125823000291,INSTITUCION EDUCATIVA DEPARTAMENTAL DE TOPAIPI,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25823
125843000255,INSTITUCION EDUCATIVA DEPARTAMENTAL BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25843
125843000247,INSTITUCION EDUCATIVA DEPARTAMENTAL NORMAL SUPERIOR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25843
125843000221,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA MARIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25843
125845000244,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL LEAL Y BERNABE RIVEROS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25845
125843000247,INSTITUCION EDUCATIVA DEPARTAMENTAL NORMAL SUPERIOR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25843
125843000255,INSTITUCION EDUCATIVA DEPARTAMENTAL BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25843
125843000255,INSTITUCION EDUCATIVA DEPARTAMENTAL BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25843
125843000221,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA MARIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25843
125862000355,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25862
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25875
125899001394,I.E.M. LUIS ORJUELA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
125851000116,INSTITUCION EDUCATIVA DEPARTAMENTAL MANUEL MURILLO TORO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25851
125862000355,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,COMPLETA,25862
125862000355,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25862
125867000159,I.E.D. VICTOR MANUEL LONDOÑO,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,MAÑANA,25867
125871000163, INSTITUCION EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25871
125873000209,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25873
125873000209,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25873
125873000209,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25873
125873000209,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25873
141001004398,JOSE EUSTASIO RIVERA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,41001
125873000403,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA LUIS ANTONIO ESCOBAR,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,UNICA,25873
125873000403,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA LUIS ANTONIO ESCOBAR,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25873
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,25875
125899000657,I.E.M. LICEO INTEGRADO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,25875
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25875
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,25875
125878000029,INSTITUCION EDUCATIVA DEPTAL. FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25878
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25875
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25875
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25875
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25875
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,RURAL,MAÑANA,25875
225899000295,I.E.M. LA GRANJA,MIXTO,OFICIAL,,ACADÉMICO,RURAL,MAÑANA,25899
227001018200,IE TECNICA ANTONIO RICAURTE,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
125885001596,INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25885
125898000203,INSTITUCION EDUCATIVA DEPARTAMENTAL ZIPACON,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,25898
125899000657,I.E.M. LICEO INTEGRADO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25899
125898000203,INSTITUCION EDUCATIVA DEPARTAMENTAL ZIPACON,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,25898
125899000134,I.E.M. GUILLERMO QUEVEDO ZORNOZA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
127001000411,IE ARMANDO LUNA ROA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,27001
125899000461,I.E.M. CUNDINAMARCA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
127001000225,IE FEM DE ENSEÑANZA MEDIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
125899000631,I.E.M. TECNICO INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25899
125899000592,I.E.M. SAN JUAN BAUTISTA DE LA SALLE,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25899
125899000592,I.E.M. SAN JUAN BAUTISTA DE LA SALLE,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
125899000631,I.E.M. TECNICO INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
125899000631,I.E.M. TECNICO INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,25899
125899000631,I.E.M. TECNICO INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,25899
141001003171,LUIS IGNACIO ANDRADE,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,41001
125899000762,I.E.M. SANTIAGO PEREZ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,25899
141001000058,DEPARTAMENTAL TIERRA DE PROMISIÓN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,41001
125899001394,I.E.M. LUIS ORJUELA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,25899
225899000295,I.E.M. LA GRANJA,MIXTO,OFICIAL,,ACADÉMICO,RURAL,TARDE,25899
127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,27001
127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,27001
327001001000,IE SANTO DOMINGO SAVIO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
141001004452,EL LIMONAR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,41001
127001000411,IE ARMANDO LUNA ROA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,27001
127001000446,IE NORMAL SUPERIOR DE QUIBDO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,27001
127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,27001
127001000268,IE ANTONIO MARIA CLARET,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
127001000268,IE ANTONIO MARIA CLARET,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,27001
127001000411,IE ARMANDO LUNA ROA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,27001
127001000411,IE ARMANDO LUNA ROA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,27001
127001000446,IE NORMAL SUPERIOR DE QUIBDO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,27001
127001000853,IE GIMNASIO DE QUIBDO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,27001
127001000853,IE GIMNASIO DE QUIBDO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,27001
127001001256,IE SANTO DOMINGO DE GUZMAN,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
127001001256,IE SANTO DOMINGO DE GUZMAN,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,TARDE,27001
127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,27001
127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,27001
127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,27001
127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,27001
141001001593,SAN MIGUEL ARCANGEL,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,41001
141001001593,SAN MIGUEL ARCANGEL,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,41001
127001000268,IE ANTONIO MARIA CLARET,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,RURAL,MAÑANA,27001
141001001763,AGUSTIN CODAZZI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,41001
127001002937,CE INDÍGENA ISAAC LANA NARAMPIA,MIXTO,OFICIAL,,NO APLICA,RURAL,MAÑANA,27600
127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,SABATINA,27001
127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,27001
